Stok Kodu,Stok Adı,Envanter,Birim,Satış Fiyatı 1
TR132,TR132,0,,
TR127,TR127,0,,
TR425,TR425,0,,
TR102,TR102,0,,
TR427,TR427,0,,
TR055,TR055,0,,
TR059,TR059,0,,
TR700,TR700,0,,
TR137,TR137,0,,
TR096,TR096,0,,
TR432,TR432,0,,
TR087,TR087,0,,
TR025,TR025,0,,
TR026,TR026,0,,
TR904,TR904,0,,
TR058,TR058,0,,
TR077,TR077,0,,
TR501,TR501,0,,
TR915,TR915,0,,
TR901,TR901,0,,
TR082,TR082,0,,
TR021,TR021,0,,
TR415,TR415,0,,
TR053,TR053,0,,
TR226,TR226,0,,
TR9500,TR9500,0,,
TR008,TR008,0,,
TR136,TR136,0,,
TR234,TR234,0,,
TR124,TR124,0,,
TR038,TR038,0,,
TR061,TR061,0,,
TR602,TR602,0,,
TR601,TR601,0,,
TR233,TR233,0,,
TR108,TR108,0,,
TR900,TR900,0,,
TR071,TR071,0,,
TR188,TR188,0,,
TR133,TR133,0,,
TR047,TR047,0,,
TR903,TR903,0,,
TR300,TR300,0,,
TR044,TR044,0,,
TR065,TR065,0,,
TR081,TR081,0,,
TR069,TR069,0,,
TR304,TR304,0,,
TR1616,TR1616,0,,
TR445,TR445,0,,
TR403,TR403,0,,
TR003,TR003,0,,
TR0447,TR0447,0,,
TR224,TR224,0,,
TR431,TR431,0,,
TR603,TR603,0,,
TR401,TR401,0,,
TR031,TR031,0,,
TR424,TR424,0,,
TR080,TR080,0,,
TR083,TR083,0,,
TR202,TR202,0,,
TR605,TR605,0,,
STOK,STOK,0,ADET,"0,00"
{0545B4B3-7B7A-442A-9326-CE376EDD0526},NEROX MANDAL 10LU ,0,ADET,"0,00"
8682503340818,OSMAN BAKKAL SÜTLÜ GOFRET 1400GR,0,ADET,"0,00"
{73C2A026-9E6A-4858-ACCA-3B053C7F4705},SENSODYNE DİŞ FIRÇASI HIZLI RAHATLAMA 1+1,0,ADET,"0,00"
ST-000005,%970222,0,ADET,"0,00"
8696881102562,BUBBLE BEE ANANAS 350ML,96,ADET,"0,00"
ST-000008,TABLOT 3 GÖZLÜ,0,ADET,"0,00"
ÜLKER YUPO LOLİPOP 6 ADET,,0,ADET,"0,00"
.,ÇEKOM SÜNNET MEVLİD HATIRASI,0,ADET,"0,00"
ST-000011,L Y,0,ADET,"0,00"
BREF WC OCEAN 2*50GR,,0,ADET,"0,00"
ST-000004,PİLASTİK,0,ADET,"0,00"
ST-000003,PLASTİK TOP,0,ADET,"0,00"
ST-000006,EKMA,0,ADET,"0,00"
%525123,,0,ADET,"0,00"
GL.TK.OK.KIYF.,GELENEKSEL TÜRK OKÇULUK KIYAFETİ,0,ADET,"0,00"
ST-000009,MASA ÖRTÜSÜ,0,ADET,"0,00"
8696881102753,BUBBLE BEE EJDER 350ML,95,ADET,"0,00"
5000112671612,CAPPY LİMONATA 1 LT,0,ADET,"0,00"
8690547021082,KENTON MISIR NİŞASTASI 200GR,0,ADET,"0,00"
8690547150546,KENTON BUĞDAY NİŞASTASI 200GR,0,ADET,"0,00"
VASELİNE ORİGİNAL 100ML,,0,ADET,"0,00"
8697713823815,POŞET ADET,0,ADET,"0,50"
8690637900099,A.MAX YAZBUZ 32ML,0,ADET,"0,75"
8697445827181,A.KETTE YEDEK BONCUK,0,ADET,"0,75"
8692404904453,D.PENSAN TÜK.KALEM KIRMIZI,0,ADET,"0,75"
8683130002582,"LİPTON TEK DEM 1,9GR",0,ADET,"1,00"
8697429710072,SALTİ TUZ 750GR,0,ADET,"1,00"
90957,PLASTİK BARDAK,20.692,ADET,"1,00"
8697906000290,ZARF,1.353,ADET,"1,00"
4018852021483,BEBİVİTA BEBEK SÜTÜ NO:1 500GR,0,ADET,"1,00"
8697217002617,USAŞ LOKUM GÜL 350GR,0,ADET,"1,00"
MLF-LRG,MOLFİX 3D FIRSAT PAK. E.LARGE 38*3 AD 2023,0,KOLİ,"1,00"
FT.FOR.TKM,FUTBOL FORMA TAKIMI,0,ADET,"1,00"
8711000567364,JACOBS MONARCH GOLD 30*2GR (60GR),0,ADET,"1,00"
8690719111870,DOĞUŞ SOĞUK ÇAY 250ML,0,ADET,"1,00"
8694587134023,KENT BORİNGER MISIR UNU 400GR,0,ADET,"1,00"
TUZ,TUZ RUHU 500ML,0,ADET,"1,00"
8694587142721,KENT BORİNGER LEZZET KÜPLERİ SARIMSAK 4GR*20AD,0,ADET,"1,00"
8697217006547,LOKUMİX ÇİFTE KAVRULMUŞ FISTIKLI 170GR,0,ADET,"1,00"
8690741700400,İDEAL STREÇ FİLM 10MT,0,ADET,"1,00"
MLF-MD,MOLFİX 3DFIRSAT PAK.MİDİ 4-9 68*3 AD 2023,0,KOLİ,"1,00"
SWFEWEFWEFWEFWFWFWE,WEFWEFWEFWEFWEFWFE,0,ADET,"1,00"
HŞAKİR,HACI ŞAKİR TEKLİ 150GR,0,ADET,"1,00"
8690738021099,ECE SALATALIK TURŞUSU 660GR,0,ADET,"1,00"
8691641080005,FKB FINDIK EZMESİ ŞEKERLİ 180GR,0,ADET,"1,00"
8694748691099,KEMAL KÜKRER ACI BİBER TURŞUSU 340GR,0,ADET,"1,00"
BS.FOR.TKM.,BASKETBOL FORMA TAKIMI,0,ADET,"1,00"
8696056103141,PEK  FOOD TWIN MİSTRO PİZZA 400GR,0,ADET,"1,00"
AKILLI KART ,AKILLI KART YÜKLEME HİZMET BEDELİ,0,ADET,"1,00"
MLF-JNR,MOLFİX 3D FIRSAT PAK.JUNİOR 48*3 AD 2023,0,KOLİ,"1,00"
FS,FAZLA STOK,6,ADET,"1,00"
MS.TN.FOR.TKM.,MASA TENİSİ FORMA TAKIMI,0,ADET,"1,00"
8683130004623,"LİPTON TEK DEM EARL GREY 1,9GR",0,ADET,"1,00"
8690531031721,BERRAK ACI BİBER TURŞUSU 650GR,0,ADET,"1,00"
MUHTELİF KUMANYA,MUHTELİF KUMANYA,0,ADET,"1,00"
ST-000001,BOŞŞŞŞŞŞ,0,ADET,"1,00"
EŞ.TKM,EŞOFMAN TAKIMI,0,ADET,"1,00"
8694587142738,KENT BORİNGER LEZZET KÜPLERİ FESLEĞEN 4GR*20AD ,0,ADET,"1,00"
8681948088064,TARAK NO:5,0,ADET,"1,25"
8690515701114,KONSERVE KAPAĞI,-23,ADET,"1,25"
6931905000847,D.MİKRO SOFT SİYAH SİLGİ,0,ADET,"1,25"
8690605062668,TOP TEL EFE ,0,ADET,"1,25"
8693744090608,FRESHİN SOFT ISLAK CEP MENDİL,0,ADET,"1,50"
8690637957680,A.MAX CALIPPO DUT ÇİLEK 55ML,0,ADET,"1,50"
8690637984433,A.MAX SLIM APPLE 55ML,0,ADET,"1,50"
8690637957758,A.MAX CALIPPO LİMON 55ML,0,ADET,"1,50"
6931905001332,D.MİKRO SİLGİ SOFT BEYAZ,0,ADET,"1,50"
8698534227240,D.SARFF KART MUHAFAZA,0,ADET,"1,50"
8690000003624,K.DOLLY MUSLUK UCU,0,ADET,"1,50"
8697874290044,"AYDER SU 0,5LT",0,ADET,"1,75"
7964444000008,VİP BEBEK PUDRASI,0,ADET,"1,75"
8690462002999,Ö.ALCAN CIMBIZ SİYAH,0,ADET,"2,00"
8697681460029,"ASYA SU 0,5LT",0,ADET,"2,00"
8697970920296,KANT ŞEFTALİ 9GR,0,ADET,"2,00"
8694590920583,N.KALP ÇEREZLİK,0,ADET,"2,00"
4901660137524,SONY KUMANDA PİLİ 2Lİ,0,ADET,"2,00"
86922562,202 UHU,89,ADET,"2,00"
8697970920289,KANT VİŞNE 9GR,0,ADET,"2,00"
8697970920265,KANT LİMON 9GR,0,ADET,"2,00"
8697970920272,KANT PORTAKAL 9GR,0,ADET,"2,00"
100,FALIM SAKIZ DAMLA TEKLİ ,193,ADET,"2,00"
45200618,ŞEKER 2TL,0,ADET,"2,00"
6959023901686,SİLGİ MİKRO,0,ADET,"2,25"
8690506490249,ARKO TRAŞ BICAĞI TEKLİ,0,ADET,"2,25"
8697410470381,K.DOLLY TIRTIL KURABİYE,0,ADET,"2,25"
8680211300179,NİKSAR SU 0.5LT,0,ADET,"2,25"
8697405221653,S.BRONS KÇK BOY RESİM PALETİ,0,ADET,"2,25"
8690624304183,CHEETOS PEYNİR AROMA 41GR,0,ADET,"2,50"
8690624304527,ÇEREZZA POPCORN FISTIK AİLE 35,0,ADET,"2,50"
8697671454564,LİMON ADET,0,ADET,"2,50"
8690624103779,LAYS KLASİK AİLE 20GR,0,ADET,"2,50"
7622210479563,BUBBLİCİOUS ÇİLEK 38GR,0,ADET,"2,50"
8690624103809,RUFFLES KETÇAP AİLE 20GR,0,ADET,"2,50"
8696511126739,S.SUDOR 7GR YAPIŞTIRICI,0,ADET,"2,50"
8697970920333,KANT 2 Sİ 1 ARADA 11GR,0,ADET,"2,50"
8690840172337,ÜLKER KREMİNİ MİNİ KARPUZ 7GR,0,ADET,"2,50"
8690624203349,DORİTOS NACO PEY MEDİUM 41GR,0,ADET,"2,50"
8697970920302,KANT 3Ü1 ARADA 14GR,0,ADET,"2,50"
8683190716016,CİNO KAYISI 18GR,0,ADET,"2,50"
8690826216000,S.FC MERCANLI KURŞUN KALEM,0,ADET,"2,50"
8690840211470,ÜLKER KREMİNİ İTALYAN KARAMELİ 7GR,34,ADET,"2,50"
8690840172313,ÜLKER KREMİNİ MİNİ ÇİLEK 7GR,0,ADET,"2,50"
8683190716009,CİNO PORTAKAL 18GR,0,ADET,"2,50"
8684415588142,KARDAĞ BARDAK SU 200ML,0,ADET,"2,50"
8690840211463,ÜLKER KREMİNİ MUZLU 7GR,37,ADET,"2,50"
8690216162009,D.FATİH KURŞUN KALEM FANTASTİK,0,ADET,"2,75"
8698684322390,D.PİANO BANT 33M,0,ADET,"2,75"
6935257000272,S.HENY ŞEKİLLİ MAKAS,0,ADET,"2,75"
8697554847025,KÜRDAN VMAX 200LÜ,0,ADET,"2,75"
8693972112141,S.RİO MERECEKLİ CETVEL 30CM,0,ADET,"2,75"
8690105013863,ÇAYKUR MATCHA LATTE NANE 10GR,0,ADET,"2,95"
8690105013856,ÇAYKUR MATCHE LATTE ANA.10GR,0,ADET,"2,95"
8690105013832,ÇAYKUR MATCHA LATTE SADE 10GR,0,ADET,"2,95"
8690105013849,ÇAYKUR MATCHA LATTE VAN.10GR,0,ADET,"2,95"
8690105013870,ÇAYKUR MATCHA LATTE ÇİK.10GR,0,ADET,"2,95"
8682101033013,LİMON SUYU SEFAZADE 1LT,0,ADET,"2,95"
8682835300450,NİO BAR BİSKÜVİLİ 23GR,0,ADET,"2,95"
8682835300481,NİO BAR KARAMELLİ 23GR,0,ADET,"2,95"
8696670011471,OĞUZ GOLD VİŞNE 200ML,0,ADET,"2,95"
8682835300573,NİO BAR MUZ 23GR,0,ADET,"2,95"
8698720867489,OĞUZ GOLD KARIŞIK 200ML,0,ADET,"2,95"
8696670011457,OĞUZ GOLD ŞEFTALİ 200ML,0,ADET,"2,95"
8698683018157,S.ONTON BANYO LİFİ LİF,0,ADET,"3,00"
8690637898044,A.MAX MINI MILK VANILYA 35ML,0,ADET,"3,00"
8690637944758,A.COMBO ÇİLEK VANİLYA 57ML,0,ADET,"3,00"
2808845162406,KONSERVE KAPAĞI,8.260,ADET,"3,00"
2220000913133,D.FLORA KELEBEK GIRGIR TEKLİ,0,ADET,"3,00"
8690637944765,A.COMBO KAKAO VANİLYA 57ML,0,ADET,"3,00"
8680838538405,D.TMN KÖPÜK NİLOYA,0,ADET,"3,00"
3368220102667,KALEM TRAŞ,117,ADET,"3,00"
8690637920554,A.MARAŞ STICK SADE 60ML,0,ADET,"3,00"
8022900265589,D.DÜNYA PİRİNÇ SÜZGECİ,0,ADET,"3,00"
8690637898068,A.MİNİMİLK KAKOAOLU 28GR,0,ADET,"3,00"
8690528101703,KİBRİT TÜRKAY,1.831,ADET,"3,00"
8693741000174,MUM ÇINAR BÜYÜK BOY ,1.675,ADET,"3,00"
8697425881745,D.FLORA KELEBEK GIRGIR TEKLİ,0,ADET,"3,00"
7702018007240,ASTRA JİLET 5Lİ,0,ADET,"3,25"
8693741000112,ÇINAR KÜTÜK MUM 202,0,ADET,"3,25"
8681378535114,PENTİ BABET 30,0,ADET,"3,25"
8681145038190,N.KÜREK,0,ADET,"3,25"
8697408311221,S.PİCADOR FOSFORLU KALEM PEMBE,0,ADET,"3,25"
8698684363829,D.PİANO DEFTER KARE A5 40-4,0,ADET,"3,25"
8697408311184,S.PİCADOR FOSFORLU KALEM SARI,0,ADET,"3,25"
8698684363799,D.PİANO DEFT.ÇİZGİLİ A5 40-1,0,ADET,"3,25"
8681049022011,MEYSU 200ML VİŞNE,0,ADET,"3,50"
8690504116653,ÜLKER KANKY DUO SÜT 13GR,39,ADET,"3,50"
8681049022028,MEYSU 200ML ŞEFTALİ,0,ADET,"3,50"
8697455312318,SEMİZ OTU ADET,0,ADET,"3,50"
86974554,SEMİZ OTU ADET,0,ADET,"3,50"
8681049022035,MEYSU 200ML KAYISI,0,ADET,"3,50"
8697403996331,N.ALTIN ÇELİK ÇAY SÜZGECİ,0,ADET,"3,50"
8681049022059,MEYSU 200ML KARIŞIK,0,ADET,"3,50"
8690504116479,ÜLKER KRİSPİ TACO 40GR,0,ADET,"3,50"
8697410473023,K.DOLLY MİNİ RENDE AR-302,0,ADET,"3,50"
8690504116493,ÜLKER KRİSPİ KET.MAY.40GR,0,ADET,"3,50"
8697433850016,"Z.MİKRO KELM UÇ 0,5 2B",0,ADET,"3,50"
8693395001695,D.BROWNİ KEK KAPSÜLÜ,0,ADET,"3,50"
8682665824041,K.MANDALA DESEN BARDAK ALTLIK,0,ADET,"3,50"
8697410472811,K.DOLLY HUNİ NO:2,0,ADET,"3,50"
8265400038721,D.GUCCO LÜX FARAŞ LASTİKLİ,0,ADET,"3,50"
8693074020139,ELİTE RAPTİYE 40LI,17,ADET,"3,50"
8697497230601,K.KOÇLAR AYNA,0,ADET,"3,50"
8690504116462,ÜLKER KRİSPİ NACHO 40GR,0,ADET,"3,50"
8690504116486,ÜLKER KRİSPİ ACILI 40GR,17,ADET,"3,50"
8699038049376,N.GÖNER KAPAKLI BAHARATLIK 180,0,ADET,"3,75"
8697874290051,"AYDER SU 1,5LT",0,ADET,"3,75"
8697425881844,D.FLORA WC FIRÇASI F184,0,ADET,"3,75"
8690504009016,"ÜLKER ÇOKOPRENS DARK 23,4GR",0,ADET,"3,75"
8681480311088,TATLINAME MANTI 500GR,0,ADET,"3,75"
8681873050341,TOKAİ KULLAN AT ÇAKMAK,0,ADET,"3,75"
6933256600141,"Z.FABER KALEM UÇ 0,5 2B",0,ADET,"3,75"
4901660134684,SONY KALEM PİL 4 LÜ,0,ADET,"3,75"
8690637904455,A.FROOTİE 80ML,0,ADET,"3,90"
8690547100084,KENTON PUDİNG ÇİKOLATALI 100GR,0,ADET,"3,95"
8690570545371,PAŞABAHÇE TEKLİ FİNCAN,0,ADET,"3,95"
8690547019959,KENTON VANİLYA 15Lİ,0,ADET,"3,95"
8697512628543,D.FİX VANTUZLU ASKI 7CM,0,ADET,"3,95"
8690504034711,ÜLKER CARAMİO 16GR,0,ADET,"4,00"
8681689953508,NEROX TOP TEL 10GR,0,ADET,"4,00"
8690526632087,ETİ CRAX ŞOK EKŞİ 40GR,0,ADET,"4,00"
8698684357453,D.PİANO BLOKNOT A6 60YP,0,ADET,"4,00"
8690504007500,ÜLKER PROBİS 28GR,0,ADET,"4,00"
8697722501933,"D.HAK MENEKSE SAKSI 0,6LT",0,ADET,"4,00"
8699290720037,"KARDAĞ SU 0,5LT",0,ADET,"4,00"
8690767674884,SÜTAŞ BÜYÜMİX ÇİLEK 40GR,0,ADET,"4,00"
8690504032069,ÜLKER ÇOKOMEL SADE 48GR,0,ADET,"4,00"
8697425880090,S.FLORA FANATİK CAMSİL,0,ADET,"4,00"
8690767674914,SÜTAŞ BÜYÜMİX MUZLU 40GR,0,ADET,"4,00"
8697405226153,Z.BEKAP RULO KAP 40*150CM,0,ADET,"4,00"
8690840228805,"ÜLKER ONEO KOLA SAKIZ 22,5GR",0,ADET,"4,00"
8690767674815,SÜTAŞ BÜYÜMİX ORMAN MEYVELİ 40GR,0,ADET,"4,00"
8690840228799,"ÜLKER ONEO KARIŞIK MEYVE SAKIZ 22,5GR",0,ADET,"4,00"
8690629445218,DR OETKER SALEP ZENCEFİL 18GR,0,ADET,"4,25"
8697681460043,"ASYA SU 1,5 LT",0,ADET,"4,25"
8691275000196,İPEK MAKYAJ PAMUĞU 70Lİ,0,ADET,"4,25"
7622210753236,TİPİTİP BUBBLE FRESH 14LÜ SAKI,0,ADET,"4,25"
8697429710294,SALTİ TUZ 3KG,0,ADET,"4,25"
8681422351547,PRATİKON TABAK BÜYÜK 6LI,0,ADET,"4,25"
8698684363881,D.PİANO DEFTER KARE A5 60-4,0,ADET,"4,25"
8698684363850,D.PİANO ÇİZGİLİ DEFTER A5 60-1,0,ADET,"4,25"
8690504116660,ÜLKER KANKY SÜT DOLGU 13GR,0,ADET,"4,50"
8681080909081,CORNY KARIŞIK MEYVE 17GR,0,ADET,"4,50"
8682560222027,KULAK PAMUĞU GOOD 100 ADET,0,ADET,"4,50"
8681080909067,CORNY KAKAO KIRMIZ MEYVE 17GR,0,ADET,"4,50"
8681080909029,CORNY FINDIK FISTIK 20GR,0,ADET,"4,50"
45200069,A.KETTE YEDEK KAPSÜL,0,ADET,"4,50"
8681080909036,CORNY KARIŞIK KURUYEMİŞ 20GR,0,ADET,"4,50"
8697433851020,"S.ROLLER TIP MAVİ 0,5MM",0,ADET,"4,50"
8690632762258,NESTLE KURABİYELİ STICK 18GR,0,ADET,"4,50"
8697425883008,D.FLORA BULAŞIK FIRÇASI,0,ADET,"4,50"
8690632762241,NESTLE BİSKÜVİLİ STICK 18GR,0,ADET,"4,50"
8699038089754,N.HER ETEKLİ 115CC DESEN TUZLU,0,ADET,"4,50"
8697432370010,"AKDAĞ SU 0,5LT",0,ADET,"4,50"
8697520000010,"SAKA SU 0,5LT",-364,ADET,"4,50"
8697410472828,K.DOLLY HUNİ NO:3,0,ADET,"4,50"
8682059395034,"BULAK SU 0,5LT",0,ADET,"4,50"
8684415588043,"KARDAĞ SU 0,5LT",2.168,ADET,"4,50"
8690637998577,KNORR B.NANE 25GR,0,ADET,"4,75"
8690632240770,NESCAFE CLASSİC 2GR,0,ADET,"4,75"
8681223101716,N.CİPS DİLİMLEYİCİ,0,ADET,"4,75"
8681147385001,PENTİ FİT 15 SOKET SİYAH,0,ADET,"4,75"
280720216,PLASTİK KOVA SİYAH,0,ADET,"4,95"
8690574803866,LİPTON ICE TEA MANGO 330ML,0,ADET,"4,95"
8690574800315,YEDİGÜN 330ML,0,ADET,"4,95"
8690574802869,LİPTON ICE TEA Ş.ŞEFTALİ 330ML,0,ADET,"4,95"
8690890200097,SELVA MAKARNA SPAGHETTİ 500GR,0,ADET,"4,95"
8681863045104,ANGELA KEK LİMONLU 50GR,0,ADET,"4,95"
8690547191181,KENTON PUDİNG ÇİK. 2*100GR,0,ADET,"4,95"
8681863045135,ANGELA KEK ÇİLEKLİ 50GR,0,ADET,"4,95"
8690632042312,"NESCAFE 3Ü1 ARADA ICE TOFFE NUT 10,5GR",0,ADET,"4,95"
8690890210010,SELVA MAKARNA TEL ŞEHRİYE 500GR,0,ADET,"4,95"
8690890500012,SELVA MAKARNA ARPA ŞEHRİYE 500GR,0,ADET,"4,95"
8690890200110,SELVA MAKARNA KUSKUS 500GR,0,ADET,"4,95"
8697502910160,ÇOTANAK HELVA SADE 80GR,0,ADET,"4,95"
8690525060478,"PINAR SU 0,5LT",0,ADET,"4,95"
8694587116579,KENT BORİNGE ŞEKERLİ VANİLİN 5G*10LU,0,ADET,"4,95"
8690504098256,"CAFE CROWN 3Ü1 SADE 17,5GR",0,ADET,"4,95"
8690504098904,CAFE CROWN 3Ü1 FINDIKLI 18GR,0,ADET,"4,95"
8681863045067,ANGELA KEK MUZLU 50GR,0,ADET,"4,95"
8697520108051,"SAKA SU 0,5LT",0,ADET,"4,95"
8694587103289,KENT BORİNGER ŞEKERLİ VANİLİN 5Lİ,0,ADET,"4,95"
8690504098362,CAFE CROWN 2Sİ1 ARADA FINDIK 11GR,0,ADET,"4,95"
8690504098348,CAFE CROWN 2Sİ1 ARADA SADE  11GR,22,ADET,"4,95"
8690787261019,TADIM SİYAH ÇEKİRDEK BOL T.42GR,0,ADET,"5,00"
8690624105209,RUFFLES KETÇAP MEDIUM 39GR,0,ADET,"5,00"
512,MUM,28,ADET,"5,00"
208,İPLİ BALON,2.258,ADET,"5,00"
8697613788054,HELLO CANDY ŞEKER 25GR,0,ADET,"5,00"
8682744571118,KÜRDAN İTALYANO 200ADET,0,ADET,"5,00"
8690624304176,CHEETOS FISTIKLI 41GR,0,ADET,"5,00"
13,AÇIK BEZ ADET,84,ADET,"5,00"
8690637989698,A.MAX MINIONS MUZ KAR.87ML,0,ADET,"5,00"
8690632037486,NESTLE MOCHA ÇİKOLATALI KAHVE,0,ADET,"5,00"
8699721111007,YARA BANDI CANSIN 10AD,23,ADET,"5,00"
8698683013466,S.PİANO TAHTA KALEMİ KIRMIZI,0,ADET,"5,00"
8690530261327,SELPAK CEP MENDİL LOSYON 10AD,0,ADET,"5,00"
8693890980501,QUICKSTAR JAPON YAPITIRICISI,442,ADET,"5,00"
8698683013428,S.PİANO TAHTA KALEMİ SİYAH,0,ADET,"5,00"
8698683013503,S.PİANO TAHTA KALEMİ MAVİ,0,ADET,"5,00"
579800,ÇAMAŞIR İPİ,0,ADET,"5,00"
8697722503630,D.HAK KLAS SAKSI 1LT,0,ADET,"5,00"
8690637986628,A.CORNETTO ROSE İLK 130ML,0,ADET,"5,00"
8697425881516,D.FLORA SİNEKLİK VUR TUT,0,ADET,"5,00"
8690504082057,ÜLKER DANKEK 8KEK FINDKLI 52GR,0,ADET,"5,00"
8690624203431,DORİTOS HOTCORN MEDIUM 41GR,0,ADET,"5,00"
2220000859639,D.FLORA UĞUR BÖCEĞİ GIRGIR,0,ADET,"5,00"
8697425880939,D.FLORA UĞUR BÖCEĞİ GIRGIR,0,ADET,"5,00"
8691707096599,"ŞÖLEN BİSCOLATA MİNİS 32,5GR",0,ADET,"5,00"
8680678102262,H.AŞÇI PASTA SÜSÜ 40GR,0,ADET,"5,00"
8699303352255,Ö.URVE PRATİK YERSİL 37CM,0,ADET,"5,00"
869753015214,UHU U-2 YAPIŞTIRICI 7CC,69,ADET,"5,00"
6925336988072,MİKRO SOFT SİLGİ,3,ADET,"5,00"
6959023901471,MİKRO NEON SİLGİ,0,ADET,"5,00"
8693395002364,N.4LÜ ÖLÇÜ KABI,0,ADET,"5,00"
8684089703247,"KAYIN SU 0,5LT",38.019,ADET,"5,00"
8697425880649,D.DÜNYA WC KAPAĞI,0,ADET,"5,00"
8680865211234,KÜRDAN İTALYANO 200AD,0,ADET,"5,00"
8694587123201,KENT FRESHERS VİŞNE 9GR,0,ADET,"5,00"
8801038594880,DORCE TEK TRAŞ BIÇAĞI ,0,ADET,"5,00"
8690504159438,ÜLKER SÜT.PORT.PİR.ÇİK.14GR,0,ADET,"5,00"
8683130009925,A.MAX KRAL ŞAKİR 87ML,0,ADET,"5,00"
8697410475171,K.DOLLY MAŞRABA,0,ADET,"5,00"
8682665824010,K.MANDALA DESEN NİHALE,0,ADET,"5,00"
8691857001009,D.ROSE VANTUZ POMPA,0,ADET,"5,00"
PLU002,EKMEK 200GR,-53,ADET,"5,00"
8690530281226,SOLO CEP MENDİL ÇİÇEK 10ADET,0,ADET,"5,00"
36938117,SÜTAŞ REÇEL VİŞNE 20GR,0,ADET,"5,00"
36938094,SÜTAŞ REÇEL ÇİLEK 20GR,0,ADET,"5,00"
86929592,AROMA TROPİCAL ŞEFTALİ 200ML,0,ADET,"5,00"
86929578,AROMA TROPİCAL M.SUYU VİŞNE 200ML,0,ADET,"5,00"
8680659560012,ÇAY SÜZGEÇİ YILDIZ ,86,ADET,"5,00"
36938100,SÜTAŞ BAL 20GR,0,ADET,"5,00"
8681324006149,SÜTAŞ HÜPTRİK ÇİLEK 40GR,198,ADET,"5,00"
8691707098173,"ŞÖLEN BİSCO.MİNİS BİT.32,5GR",0,ADET,"5,00"
8683130070659,A.MAX VİŞNE STİCK 55ML,0,ADET,"5,00"
8690632018041,NESTLE NESQUİK GOFRET 18GR,0,ADET,"5,00"
8694587123225,KENT FRESHERS LİMON 9GR,0,ADET,"5,00"
8680211300186,"NİKSAR SU 1,5LT",0,ADET,"5,00"
8690787241271,TADIM SİYAH ÇEKİRDEK 42GR,0,ADET,"5,00"
8693741000037,MUM STAR ŞAMDAN SARI,472,ADET,"5,00"
8694587123195,KENT FRESHERS PORTAKAL 9GR,0,ADET,"5,00"
8683130130612,A.MAX YAZBUZ PORTİ 28ML,0,ADET,"5,00"
8694917006228,K.ÇOK AMAÇLI KUTU,0,ADET,"5,00"
8680895110989,PAREX TREND ÇİZMEZ SÜNGER 4LÜ,0,ADET,"5,25"
8690637998591,KNORR B.KEKİK 20GR,0,ADET,"5,25"
8681020802021,MASKE GİZMO 10ADET,0,ADET,"5,25"
8699905980016,AYAKKABI SÜNGERİ WOLFPAR,0,ADET,"5,25"
8696571166072,B.DİBA ÇOÇUK CORABI,3,ADET,"5,25"
8698605689366,ELEKTİRK BANT SMART,0,ADET,"5,25"
8690526023311,ETİ KREMALI ÇİLEK 77GR,0,ADET,"5,50"
8691212362097,N.KALP ÇEREZLİK,0,ADET,"5,50"
7622210808639,ŞIPSEVDİ MUZ-ÇİLEK 25GR,0,ADET,"5,75"
6900640312201,İ.CAM PİPETLİ BARDAK,0,ADET,"5,75"
8692556000355,S.HATAS AHŞAP CETVEL 30CM,0,ADET,"5,75"
8691775840100,BİZİM EZOGELİN ÇORBASI 80GR,0,ADET,"5,75"
8697806190428,D.TRN RENKLİ BADYA NO:2,0,ADET,"5,75"
8690637977046,KNORR ÇİĞ KÖFTE SETİ 120GR,0,ADET,"5,75"
8680967030023,PATİSTA TOST EKMEĞİ 500GR,0,ADET,"5,75"
8697432370119,"AKDAĞ SU 0,5LT YENİ",315,ADET,"5,75"
7622210826862,"FİRST 5S ÇİLEK 13,5GR",0,ADET,"5,75"
7622210826831,"FİRST 5S NANE 13,5GR",0,ADET,"5,75"
6903302812002,N.TEN OCAK ÇAKMAĞI,0,ADET,"5,75"
8690550914838,SAĞRA TADELLE GOFRET KIRMI 35G,0,ADET,"5,95"
8690632060675,NESCAFE CAPUCCİNO SWEET 14GR,0,ADET,"5,95"
8691641448881,FKB FİSKAT KAĞIT HELVA 60GR,0,ADET,"5,95"
8693354006693,DOĞANAY BEYAZ SİRKE 2LT,0,ADET,"5,95"
8690632241791,NESCAFE CREMA LATTE 17GR,0,ADET,"5,95"
5032227900028,"N.PET BİDON 1,3LT",0,ADET,"5,95"
8690629219697,DR OETKER SALEP 20GR,0,ADET,"5,95"
8697970920630,KANT 3-1 ARADA 10 LI,0,ADET,"5,95"
8692971478760,İÇİM FAN SÜT ÇİLEKLİ 200ML,0,ADET,"5,95"
8692971478722,İÇİM FAN ÇİK.SÜT 200ML,0,ADET,"5,95"
8680081400016,HAYAT ÇİÇEK TOPRAK 3LT,0,ADET,"5,95"
8690632038551,"NESCAFE WHİTE CHOCA MOCCA 19,2",0,ADET,"5,95"
86920131,ETİ PUF RENKLİ 18 G.,539,ADET,"6,00"
8698313599995,GOLF LUNGO BONBON DOUBLE 105ML,0,ADET,"6,00"
8690533034010,ETİ CRAX ÇUBUK SADE 40GR,456,ADET,"6,00"
86920124,ETİ PUF KAKAO 18 G,740,ADET,"6,00"
8698313599834,GOLF LUNGO PAMUK ŞEKER 105ML,0,ADET,"6,00"
